country,Code,year,gdp_change_%,literacy_rate_%,literacy_change_%
Lebanon,LBN,2018,-1.885,95.06944,4.260881190039623
Lebanon,LBN,2019,-6.915,95.3,0.24251746933610097
Lesotho,LSO,2000,3.953,86.25443,
Lesotho,LSO,2009,0.362,75.8002,-12.120223854009582
Lesotho,LSO,2014,2.068,76.6352,1.1015802069123781
Lesotho,LSO,2021,1.793,81.02,5.721652713113556
Liberia,LBR,2007,13.103,42.94108,33.74462769067086
Liberia,LBR,2017,2.469,48.30136,12.482871879328616
Libya,LBY,1984,-8.306,60.16439,
Libya,LBY,1994,3.219,76.5,27.151625737417096
Libya,LBY,2004,5.845,86.1,12.549019607843137
Lithuania,LTU,2001,6.526,99.64575,1.2235518700642656
Lithuania,LTU,2011,6.039,99.8156,0.17045383270235526
Lithuania,LTU,2021,5.981,99.83,0.014426602655293053
Macao,MAC,2006,13.39,93.49975,2.4145583724563435
Macao,MAC,2011,21.617,95.64004,2.289086334455437
Macao,MAC,2016,-0.679,96.53849,0.93940780451367
Macao,MAC,2021,19.267,97.11,0.5920022159037419
Madagascar,MDG,2000,4.457,70.68617,
Madagascar,MDG,2005,4.756,58.93594,-16.62309614454992
Madagascar,MDG,2009,-3.979,64.48091,9.408469602758519
Madagascar,MDG,2012,3.011,71.57262,10.99815433746205
Madagascar,MDG,2018,3.194,76.67968,7.1354939919762606
Madagascar,MDG,2021,5.74,77.25,0.7437694054017951
Malawi,MWI,1987,1.625,48.53665,
Malawi,MWI,1998,1.061,64.13425,32.13571600017717
Malawi,MWI,2010,6.874,61.30972,-4.4040898583829975
Malawi,MWI,2014,5.7,65.14537,6.256185805448133
Malawi,MWI,2015,2.95,62.14354,-4.607894620907061
Malawi,MWI,2021,4.567,67.31,8.313752322445755
Malaysia,MYS,1980,7.444,69.51633,
Malaysia,MYS,1991,9.547,82.91537,19.27466539157059
Malaysia,MYS,2000,8.671,88.68776,6.96178525163671
Malaysia,MYS,2010,7.528,93.11789,4.9951988865205355
Malaysia,MYS,2016,4.45,94.88058,1.8929660025586825
Malaysia,MYS,2017,5.813,95.08265,0.2129729814046355
Malaysia,MYS,2018,4.843,94.85441,-0.24004379347861704
Malaysia,MYS,2019,4.413,94.97113,0.12305173792130919
Maldives,MDV,1985,13.801,92.23005,
Maldives,MDV,1990,-4.049,96.01826,4.107348960561108
Maldives,MDV,1995,7.377,96.3265,0.3210222722219713
Maldives,MDV,2000,4.77,96.3265,0.0
Maldives,MDV,2006,26.112,98.3979,2.150394751184792
Maldives,MDV,2014,7.33,98.61012,0.21567533453457077
Maldives,MDV,2016,6.338,97.73495,-0.8875052580810117
Maldives,MDV,2021,41.747,97.86,0.1279480881711148
Mali,MLI,1998,2.926,19.04497,
Mali,MLI,2003,9.119,24.0,26.017525887412795
Mali,MLI,2006,4.662,26.17655,9.06895833333332
Mali,MLI,2010,5.413,31.09975,18.807673280092295
Mali,MLI,2011,3.24,30.61867,-1.546893463773824
Mali,MLI,2015,6.172,33.06889,8.00237240872972
Mali,MLI,2018,4.746,35.47377,7.272333604182046
Mali,MLI,2020,-1.244,30.76141,-13.284068764047351
Malta,MLT,2005,3.384,92.36309,5.114893016512134
Malta,MLT,2011,0.467,93.30736,1.0223456144657028
Malta,MLT,2018,7.416,94.50319,1.2816030804000844
Malta,MLT,2021,12.298,94.94,0.4622172013452497
Marshall Islands,MHL,2011,-0.048,98.26508,
Mauritania,MRT,2000,-3.918,51.20768,
Mauritania,MRT,2007,-1.969,45.50378,-11.138758873668952
Mauritania,MRT,2013,4.151,62.06875,36.403503181493946
Mauritania,MRT,2017,6.271,53.49759,-13.809139059510622
Mauritania,MRT,2021,2.445,66.96,25.16451675673612
Mauritius,MUS,1990,7.187,79.86866,
Mauritius,MUS,2000,8.192,84.30309,5.55215274677201
Mauritius,MUS,2011,4.078,89.24984,5.86781575859201
Mauritius,MUS,2012,3.496,91.76601,2.8192431493434533
Mauritius,MUS,2013,3.36,91.49003,-0.3007431618744172
Mauritius,MUS,2014,3.827,92.47476,1.076324928519523
Mauritius,MUS,2015,3.691,92.7076,0.2517876229146232
Mauritius,MUS,2016,3.862,93.15784,0.4856559764248036
Mauritius,MUS,2021,3.399,92.15,-1.0818627825634253
Mexico,MEX,1980,9.482,82.98924,
Mexico,MEX,1990,5.25,87.55615,5.503014607676859
Mexico,MEX,2000,5.029,90.53562,3.40292486592888
Mexico,MEX,2002,-0.237,90.27465,-0.2882511877645544
Mexico,MEX,2004,3.565,90.95374,0.7522488317595277
Mexico,MEX,2005,2.113,91.63027,0.7438176813839625
Mexico,MEX,2006,4.805,91.73452,0.11377244659434016
Mexico,MEX,2007,2.078,92.79517,1.1562168745200774
Mexico,MEX,2008,0.943,92.9256,0.1405568845878502
Mexico,MEX,2009,-6.295,93.44188,0.555584252348118
Mexico,MEX,2010,4.971,93.06894,-0.3991144013797632
Mexico,MEX,2011,3.444,93.51998,0.4846299957859346
Mexico,MEX,2012,3.553,94.2284,0.7575065777387868
Mexico,MEX,2013,0.852,93.96285,-0.28181524890583676
Mexico,MEX,2014,2.504,94.55588,0.6311324103089655
Mexico,MEX,2015,2.702,94.47228,-0.08841332765344712
Mexico,MEX,2016,1.772,94.85962,0.41000386568421643
Mexico,MEX,2017,1.872,94.97278,0.11929206547527382
Mexico,MEX,2018,1.972,95.37991,0.42868072304507177
Mexico,MEX,2020,-8.652,95.24785,-0.13845683016475707
Moldova,MDA,2000,2.1,96.6538,0.28663314226187175
Moldova,MDA,2014,5.0,99.35989,2.7997761081302475
Moldova,MDA,2021,13.9,99.6,0.24165686978920853
Mongolia,MNG,2000,1.146,97.76885,
Mongolia,MNG,2010,7.313,98.257,0.4992899067545631
Mongolia,MNG,2020,-4.558,99.18327,0.9427012833691073
Montenegro,MNE,2003,2.5,97.77346,4.612233709390501
Montenegro,MNE,2011,3.2,98.44221,0.6839790675301938
Montenegro,MNE,2018,5.078,98.84718,0.41137841176055456
Montenegro,MNE,2021,13.043,98.98,0.134369033087256
Morocco,MAR,1982,9.619,30.2578,
Morocco,MAR,1994,11.494,41.59411,37.46574437004673
Morocco,MAR,2004,4.802,52.30626,25.75400699762538
Morocco,MAR,2008,5.923,55.14792,5.432734055158983
Morocco,MAR,2009,4.244,56.08367,1.6968001694352086
Morocco,MAR,2011,5.246,67.08416,19.614426088734916
Morocco,MAR,2012,3.01,69.42539,3.489989291063633
Morocco,MAR,2014,2.669,75.5862,8.874001283968314
Morocco,MAR,2018,3.066,73.75001,-2.42926618880166
Morocco,MAR,2021,8.021,75.93,2.955918243265332
Mozambique,MOZ,1980,4.228,26.99771,
Mozambique,MOZ,1997,11.301,38.70788,43.37467881535137
Mozambique,MOZ,2003,6.878,48.15884,24.416113721547127
Mozambique,MOZ,2009,6.318,50.58381,5.035357994503187
Mozambique,MOZ,2015,6.723,56.039,10.78445850559695
Mozambique,MOZ,2017,3.741,60.65543,8.237887899498574
Mozambique,MOZ,2021,2.359,63.42,4.55782771633142
Myanmar,MMR,2000,12.418,89.94176,14.472814893036713
Myanmar,MMR,2016,6.408,75.5512,-15.999864801400376
Myanmar,MMR,2019,6.75,89.06995,17.893494742638126
Namibia,NAM,1991,5.343,75.81658,
Namibia,NAM,2001,2.393,84.94426,12.039160827354657
Namibia,NAM,2007,3.646,76.48659,-9.956729271642361
Namibia,NAM,2011,5.091,88.27463,15.411904230532425
Namibia,NAM,2018,1.06,91.52727,3.684682677231277
Namibia,NAM,2021,3.525,92.25,0.7896335157816958
Nepal,NPL,1981,8.341,20.57367,
Nepal,NPL,1991,6.366,32.97559,60.28054304360864
Nepal,NPL,2001,5.629,48.60897,47.408947042342554
Nepal,NPL,2011,3.422,59.62725,22.667174391886924
Nepal,NPL,2018,7.622,67.90843,13.888247403661925
Nepal,NPL,2021,4.838,71.15,4.773442708070275
Nicaragua,NIC,2001,2.961,76.67713,
Nicaragua,NIC,2005,4.244,78.00298,1.7291335760740933
Nicaragua,NIC,2015,4.792,82.61455,5.912043360394703
Niger,NER,2001,7.269,14.37604,
Niger,NER,2005,7.335,28.67242,99.44588356738015
Niger,NER,2012,10.542,30.56039,6.584620342475467
Niger,NER,2018,7.007,35.05,14.690944716346866
Niger,NER,2021,1.399,37.34,6.533523537803165
Nigeria,NGA,1991,-0.552,55.44675,
Nigeria,NGA,2003,9.503,54.77318,-1.2148051959763206
Nigeria,NGA,2006,6.726,70.19835,28.16190332567874
Nigeria,NGA,2008,7.199,51.07766,-27.238090353975565
Nigeria,NGA,2018,1.923,62.01601,21.415135305728562
North Macedonia,MKD,1994,-1.8,94.05875,
North Macedonia,MKD,2002,1.494,96.12893,2.2009435592116544
North Macedonia,MKD,2012,-0.456,97.6,1.5303093460002026
North Macedonia,MKD,2014,3.629,97.8,0.2049180327868827
Oman,OMN,2003,-2.195,81.36331,
Oman,OMN,2008,8.95,86.62114,6.462163351023942
Oman,OMN,2010,2.472,86.939,0.3669543023792965
Oman,OMN,2014,1.292,91.9812,5.79969863927583
Oman,OMN,2015,5.017,93.03861,1.1495936126078021
Oman,OMN,2016,5.046,94.89999,2.0006532771716934
Oman,OMN,2017,0.304,95.576,0.7123393795931854
Oman,OMN,2018,1.287,95.65153,0.07902611534276183
Pakistan,PAK,1981,6.208,25.72519,
Pakistan,PAK,1998,3.494,42.69931,65.98248642672802
Pakistan,PAK,2005,7.997,49.87364,16.801981109296626
Pakistan,PAK,2006,5.664,54.15121,8.576815327696142
Pakistan,PAK,2007,5.111,52.13683,-3.719916877203655
Pakistan,PAK,2008,4.445,55.52637,6.501239143231374
Pakistan,PAK,2009,1.063,54.89264,-1.1413135776748962
Pakistan,PAK,2010,2.265,55.37519,0.8790795997423384
Pakistan,PAK,2011,3.204,54.73802,-1.1506416501686156
Pakistan,PAK,2012,3.196,56.76434,3.7018511082425043
Pakistan,PAK,2013,3.856,55.59499,-2.060008096632493
Pakistan,PAK,2014,3.556,56.97715,2.486123299959231
Pakistan,PAK,2017,4.609,59.13205,3.7820424503506977
Pakistan,PAK,2018,6.096,57.01057,-3.5876990566029776
Pakistan,PAK,2019,3.12,57.99886,1.733520643628017
Palau,PLW,2013,-1.612,99.50313,8.248034027324636
Palau,PLW,2015,9.549,96.59374,-2.923918071722975
Palestine,PSE,1997,14.668,86.07696,
Palestine,PSE,2004,21.924,92.47751,7.435845782657746
Palestine,PSE,2006,-0.997,93.45087,1.0525369898043424
Palestine,PSE,2007,3.788,93.7617,0.3326132758314726
Palestine,PSE,2008,7.429,94.00984,0.26464963839178957
Palestine,PSE,2009,8.593,94.43018,0.44712340750712176
Palestine,PSE,2010,5.777,94.71748,0.3042459518768359
Palestine,PSE,2011,9.601,95.02582,0.32553653243307945
Palestine,PSE,2012,6.096,95.67101,0.6789628334698872
Palestine,PSE,2013,4.699,96.04603,0.391989172059537
Palestine,PSE,2014,-0.158,96.21293,0.17377084716567737
Palestine,PSE,2015,3.721,96.47712,0.2745888728261425
Palestine,PSE,2016,8.865,96.71919,0.25090923112132124
Palestine,PSE,2017,1.419,96.9244,0.21217092492193945
Palestine,PSE,2018,1.227,97.21861,0.303545856358145
Palestine,PSE,2019,1.363,97.37826,0.16421752995645633
Palestine,PSE,2020,-11.318,97.51446,0.13986694771501718
Panama,PAN,1980,4.5,88.07174,
Panama,PAN,1990,8.099,88.77986,0.8040263539700554
Panama,PAN,2000,2.737,91.89962,3.5140402338998955
Panama,PAN,2010,5.828,94.09412,2.3879315278996893
Panama,PAN,2018,3.685,95.41181,1.400395688912326
Panama,PAN,2019,3.282,95.73608,0.3398635871177724
Papua New Guinea,PNG,2000,-2.494,57.34326,
Papua New Guinea,PNG,2010,10.128,61.6,7.423261251627489
Paraguay,PRY,1982,-1.398,78.45861,
Paraguay,PRY,1992,1.696,90.27182,15.056613926757056
Paraguay,PRY,2007,5.422,94.55822,4.748325667965925
Paraguay,PRY,2008,6.496,93.29208,-1.3390057469355954
Paraguay,PRY,2009,-0.261,93.75424,0.49539039112429517
Paraguay,PRY,2010,11.095,93.87092,0.12445303807060437
Paraguay,PRY,2012,-0.708,94.19747,0.34787131094484725
Paraguay,PRY,2013,8.293,95.05904,0.9146423996313269
Paraguay,PRY,2014,5.301,95.03481,-0.025489422152802366
Paraguay,PRY,2015,2.957,95.55484,0.5471994945851932
Paraguay,PRY,2016,4.268,94.65024,-0.9466815077080359
Paraguay,PRY,2018,3.204,94.0208,-0.6650168029156633
Paraguay,PRY,2019,-0.402,93.21353,-0.8586078825110866
Paraguay,PRY,2020,-0.82,94.54455,1.4279257528386546
Peru,PER,1981,5.461,81.91846,
Peru,PER,1993,5.244,87.15063,6.38704633851761
Peru,PER,2004,4.959,87.66985,0.5957730885020496
Peru,PER,2005,6.285,87.90867,0.2724083593162341
Peru,PER,2006,7.529,88.69934,0.899422093406721
Peru,PER,2007,8.518,89.59081,1.0050469372150816
Peru,PER,2012,6.142,93.84173,4.744817018620551
Peru,PER,2014,2.384,93.70795,-0.14255917916261573
Peru,PER,2015,3.252,94.16234,0.48490016055202645
Peru,PER,2016,3.954,94.17367,0.012032411259110809
Peru,PER,2017,2.522,94.14961,-0.02554854238983051
Peru,PER,2018,3.97,94.40827,0.274732948973444
Peru,PER,2020,-10.953,94.49793,0.09497049358069276
Philippines,PHL,1980,5.149,83.31723,
Philippines,PHL,1990,3.037,93.5739,12.310382858383552
Philippines,PHL,1994,4.374,93.91597,0.36556133708225413
Philippines,PHL,2000,4.383,92.60006,-1.4011568000628638
Philippines,PHL,2003,5.087,92.59069,-0.010118783940316067
Philippines,PHL,2008,4.344,95.4201,3.0558255911042664
Philippines,PHL,2013,6.751,96.398,1.0248364862329717
Philippines,PHL,2015,6.348,98.18255,1.8512313533475933
Philippines,PHL,2019,6.119,96.27817,-1.9396318388552825
Poland,POL,1988,3.285,98.74274,
Poland,POL,1998,4.982,98.74274,0.0
Poland,POL,2008,4.2,98.74274,0.0
Poland,POL,2021,6.935,99.8,1.0707217563539428
Portugal,PRT,1981,3.523,79.43561,
Portugal,PRT,1991,3.37,87.94785,10.715899330287781
Portugal,PRT,2011,-1.696,94.47705,7.4239449855795225
Portugal,PRT,2018,2.849,96.13759,1.7576120338219647
Portugal,PRT,2021,5.503,96.78,0.6682193718398732
Puerto Rico,PRI,1990,3.781,89.6225,3.3159315823681146
Puerto Rico,PRI,2010,-0.413,91.96523,2.6139976010488564
Puerto Rico,PRI,2017,-2.886,92.39,0.46188108266569383
Puerto Rico,PRI,2021,0.206,92.4,0.010823682216698494
Qatar,QAT,1986,3.706,75.63504,
Qatar,QAT,1997,27.745,83.26216,10.084109164218047
Qatar,QAT,2004,19.225,86.73161,4.166898864982604
Qatar,QAT,2007,18.191,90.06062,3.8382891773829586
Qatar,QAT,2008,17.494,91.01076,1.0550005096567228
Qatar,QAT,2009,13.063,91.15142,0.15455315393475555
Qatar,QAT,2010,17.746,91.77885,0.6883381520551124
Qatar,QAT,2011,11.302,91.36408,-0.45192329169519985
Qatar,QAT,2012,4.73,90.17006,-1.306881216337974
Qatar,QAT,2013,5.556,90.63299,0.5133965753155723
Qatar,QAT,2014,5.334,91.32722,0.7659793635849343
Qatar,QAT,2016,3.064,93.1453,1.9907317883978148
Qatar,QAT,2017,-1.498,93.46397,0.34212139528242425
Romania,ROU,1992,-8.766,96.70998,
Romania,ROU,2002,5.679,97.29759,0.6076001670148212
Romania,ROU,2011,4.534,98.60429,1.3429931820510665
Romania,ROU,2018,6.03,98.8445,0.24361009039259862
Romania,ROU,2021,5.874,98.9,0.0561487993768095
Russia,RUS,2002,4.746,99.44097,1.4848236049927355
Russia,RUS,2010,4.512,99.68427,0.24466776621345776
Russia,RUS,2018,2.806,99.73006,0.045935030672339394
Russia,RUS,2020,-2.654,99.7,-0.030141363596880577
Rwanda,RWA,1991,-4.3,57.85349,
Rwanda,RWA,2000,8.374,64.8886,12.160217127782612
Rwanda,RWA,2010,7.328,65.85227,1.4851144885234202
Rwanda,RWA,2012,8.639,68.33103,3.7641223301793536
Rwanda,RWA,2014,6.154,70.80413,3.619292728354906
Rwanda,RWA,2018,8.539,73.21559,3.4058182764197475
Rwanda,RWA,2021,10.88,75.9,3.6664459031198193
Saint Vincent and the Grenadines,VCT,1980,2.91,96.9,
Samoa,WSM,1991,-2.443,97.94433,
Samoa,WSM,2011,3.849,98.97326,1.050525334136232
Samoa,WSM,2018,-0.61,99.09577,0.12378090809579412
Samoa,WSM,2021,-7.079,99.1,0.004268597943180019
Sao Tome and Principe,STP,1981,-10.314,57.32426,
Sao Tome and Principe,STP,1991,1.201,73.24242,27.768627104824372
Sao Tome and Principe,STP,2001,2.4,84.90851,15.928050984661635
Sao Tome and Principe,STP,2008,8.186,69.53639,-18.104333711662125
Sao Tome and Principe,STP,2012,2.943,90.1431,29.634425945896826
Sao Tome and Principe,STP,2018,4.378,92.81664,2.965884244051953
Sao Tome and Principe,STP,2021,,93.8,1.0594651993435455
Saudi Arabia,SAU,1992,3.988,70.82165,
Saudi Arabia,SAU,2000,5.625,79.35094,12.043337030413714
Saudi Arabia,SAU,2004,7.958,82.85774,4.419355334669017
Saudi Arabia,SAU,2013,2.85,94.42634,13.962002825565833
Saudi Arabia,SAU,2017,-0.07,95.32863,0.9555490554860047
Saudi Arabia,SAU,2020,-4.341,97.58507,2.3670118829988374
Senegal,SEN,1988,-0.592,26.86885,
Senegal,SEN,2002,0.069,39.27525,46.17391514709412
Senegal,SEN,2006,2.331,41.89115,6.660428641447225
Senegal,SEN,2009,2.752,48.03678,14.670473357737833
Senegal,SEN,2011,1.334,51.81455,7.864328125240694
Senegal,SEN,2013,2.412,43.5345,-15.980163872888975
Senegal,SEN,2017,7.407,51.90042,19.216759122075587
Senegal,SEN,2021,6.54,56.3,8.476964155588718
Serbia,SRB,2003,4.388,96.39724,
Serbia,SRB,2011,2.036,97.96241,1.6236668186765613
Serbia,SRB,2016,3.339,98.84151,0.8973850275835416
Serbia,SRB,2019,4.332,99.48253,0.6485331921780579
Seychelles,SYC,1987,4.875,84.22922,
Seychelles,SYC,1994,-2.437,87.81115,4.252597851434459
Seychelles,SYC,2002,1.213,91.83646,4.58405339185286
Seychelles,SYC,2010,6.321,93.95423,2.3060231197935988
Seychelles,SYC,2018,6.159,95.86771,2.036608676373608
Seychelles,SYC,2020,-8.458,96.2,0.3466130566798675
Sierra Leone,SLE,2004,6.598,34.82679,
Sierra Leone,SLE,2013,20.72,32.42617,-6.8930268910801225
Sierra Leone,SLE,2018,3.465,43.20633,33.24524604663457
Sierra Leone,SLE,2021,4.105,47.7,10.40048992821192
Singapore,SGP,1980,10.113,82.90605,
Singapore,SGP,1990,9.821,89.096,7.466222308263393
Singapore,SGP,2000,9.038,92.5494,3.8760438179042955
Singapore,SGP,2010,14.52,95.85733,3.5742317076069563
Singapore,SGP,2011,6.215,96.18604,0.3429158729958415
Singapore,SGP,2012,4.435,96.36979,0.19103603807786307
Singapore,SGP,2013,4.818,96.54802,0.18494385014224957
Singapore,SGP,2014,3.936,96.71669,0.17470063083635523
Singapore,SGP,2015,2.977,96.82549,0.11249351068569613
Singapore,SGP,2016,3.602,97.04956,0.2314163346862408
Singapore,SGP,2017,4.545,97.20222,0.1573010738018743
Singapore,SGP,2018,3.575,97.34486,0.1467456195959338
Singapore,SGP,2019,1.331,97.47958,0.13839456957460694
Singapore,SGP,2020,-3.901,97.13185,-0.3567208640004371
Slovenia,SVN,2001,3.216,99.6,0.07584060691776529
Slovenia,SVN,2004,4.359,99.7,0.10040160642570406
Slovenia,SVN,2014,2.768,99.7,0.0
Solomon Islands,SLB,1999,-0.486,76.6,
Solomon Islands,SLB,2009,2.569,76.6,0.0
South Africa,ZAF,1980,6.621,76.20049,
South Africa,ZAF,1996,4.3,82.4021,8.13854346605909
South Africa,ZAF,2007,5.36,88.71725,7.663821674447613
South Africa,ZAF,2009,-1.538,92.89486,4.708903849025958
South Africa,ZAF,2010,3.04,92.87732,-0.018881561369488153
South Africa,ZAF,2011,3.169,93.10214,0.24206124810666196
South Africa,ZAF,2012,2.396,93.72947,0.6738083571441011
South Africa,ZAF,2014,1.414,94.1399,0.43788789160974506
South Africa,ZAF,2015,1.322,94.36792,0.242213981531747
South Africa,ZAF,2017,1.158,87.04667,-7.758197913019583
South Africa,ZAF,2019,0.26,95.02297,9.163245417659272
South Sudan,SSD,2018,-2.149,34.52276,28.666094200500304
Spain,ESP,1981,-0.408,92.80977,
Spain,ESP,1991,2.525,96.49497,3.9707026533952083
Spain,ESP,2004,3.125,97.16512,0.6944921585031905
Spain,ESP,2005,3.653,97.75069,0.6026545328200017
Spain,ESP,2006,4.098,97.75214,0.001483365488263999
Spain,ESP,2007,3.607,97.93884,0.19099326111939874
Spain,ESP,2008,0.889,97.63061,-0.31471681714833055
Spain,ESP,2009,-3.766,97.67927,0.04984092591453493
Spain,ESP,2010,0.165,97.7489,0.07128431651874934
Spain,ESP,2011,-0.814,97.78375,0.0356525751184833
Spain,ESP,2012,-2.962,97.89454,0.11330103416979931
Spain,ESP,2013,-1.401,98.07913,0.1885600565669998
Spain,ESP,2014,1.398,98.09372,0.014875743697961852
Spain,ESP,2015,3.837,98.14326,0.0505027233139721
Spain,ESP,2016,3.038,98.25051,0.10927902741360018
Spain,ESP,2018,2.283,98.4365,0.18930181634679855
Spain,ESP,2020,-11.165,98.59446,0.16046893174788135
Sri Lanka,LKA,1981,5.345,86.77792,
Sri Lanka,LKA,2001,-1.948,90.68275,4.4997967224842395
Sri Lanka,LKA,2006,7.668,90.80883,0.13903416030061067
Sri Lanka,LKA,2008,5.95,90.55795,-0.2762726928647763
Sri Lanka,LKA,2010,8.016,91.18136,0.6884100181154595
Sri Lanka,LKA,2016,5.054,92.3869,1.3221342607743436
Sri Lanka,LKA,2017,6.461,91.89575,-0.5316229898394531
Sri Lanka,LKA,2018,2.31,91.70982,-0.2023270934727761
Sri Lanka,LKA,2019,-0.22,92.25296,0.5922375597291696
Sri Lanka,LKA,2020,-4.625,92.3823,0.14020146345439244
Sudan,SDN,2000,8.385,61.34587,
Sudan,SDN,2008,3.847,53.51738,-12.761233967339603
Sudan,SDN,2018,-2.29,60.69718,13.415828652299489
Suriname,SUR,2004,7.305,89.59806,
Suriname,SUR,2008,4.149,94.62094,5.606014237361845
Suriname,SUR,2010,5.163,94.67575,0.05792586714947756
Suriname,SUR,2012,2.697,92.86866,-1.9087147447999997
Suriname,SUR,2018,4.948,94.38327,1.6309161777503745
Suriname,SUR,2021,-2.742,95.0,0.6534314820836329
Syria,SYR,1981,8.463,55.6545,
Syria,SYR,2002,5.897,82.88825,48.93359925971845
Syria,SYR,2004,6.903,80.84452,-2.465645009998396
Tajikistan,TJK,2000,8.3,99.45068,1.79812438878042
Tajikistan,TJK,2010,6.5,99.7,0.25069712947161094
Tajikistan,TJK,2014,6.7,99.8,0.10030090270811698
Tanzania,TZA,1988,4.4,59.1138,
Tanzania,TZA,2002,7.164,69.4309,17.452946689267137
Tanzania,TZA,2010,6.359,67.8007,-2.3479459433767835
Tanzania,TZA,2012,5.141,78.10059,15.191421327508392
Tanzania,TZA,2015,6.161,77.88723,-0.2731861564682081
Tanzania,TZA,2021,4.947,81.8,5.0236348115088925
Thailand,THA,1980,4.601,87.98176,
Thailand,THA,2000,4.455,92.64654,5.301985320593738
Thailand,THA,2005,4.188,93.50647,0.9281836105266228
Thailand,THA,2010,7.513,96.43091,3.127526897336619
Thailand,THA,2013,2.687,93.70207,-2.8298395192993486
Thailand,THA,2015,3.134,92.86831,-0.8897989126601114
Thailand,THA,2018,4.223,93.76776,0.9685219855944505
Thailand,THA,2021,1.468,94.1,0.3543222105337751
Togo,TGO,2000,-0.97,53.1776,
Togo,TGO,2006,2.65,56.88837,6.978069713563606
Togo,TGO,2009,5.454,57.09338,0.3603724276157072
Togo,TGO,2011,5.823,60.40994,5.809009731075654
Togo,TGO,2015,5.468,63.74562,5.521740296381683
Togo,TGO,2019,4.923,66.53708,4.379061651608374
Tonga,TON,1996,0.09,98.90537,
Tonga,TON,2006,-2.194,99.01846,0.11434161764927175
Tonga,TON,2011,6.818,99.38553,0.37070865371970907
Tonga,TON,2018,0.241,99.41437,0.029018308802108983
Tonga,TON,2021,-2.667,99.4,-0.014454650771311695
Trinidad and Tobago,TTO,1980,10.4,94.97032,
Trinidad and Tobago,TTO,1990,1.509,96.93855,2.0724685354329697
Trinidad and Tobago,TTO,2000,6.901,97.9,0.9918138862196724
Trinidad and Tobago,TTO,2010,3.461,98.7,0.8171603677221695
Tunisia,TUN,1984,5.731,48.1907,
Tunisia,TUN,2004,6.236,74.297,54.17290058040243
Tunisia,TUN,2007,6.71,77.1904,3.8943698938046056
Tunisia,TUN,2008,4.238,77.71462,0.6791259016665219
Tunisia,TUN,2010,3.511,79.13058,1.8219995156638413
Tunisia,TUN,2011,-2.047,79.65391,0.6613498852150457
Tunisia,TUN,2012,4.217,80.21875,0.7091177319481279
Tunisia,TUN,2014,3.09,79.03643,-1.4738698870276679
Tunisia,TUN,2021,4.405,82.7,4.635292864315876
Turkey,TUR,1980,-0.779,65.69434,
Turkey,TUR,1985,4.258,75.96824,15.638942411172717
Turkey,TUR,1990,9.255,79.23245,4.29680877166565
Turkey,TUR,2004,9.796,87.36549,10.264784188801436
Turkey,TUR,2005,8.992,88.22906,0.9884566549103191
Turkey,TUR,2006,6.948,88.11939,-0.12430144897838113
Turkey,TUR,2007,5.044,88.6559,0.6088444325363707
Turkey,TUR,2009,-4.823,90.81672,2.437310996786457
Turkey,TUR,2010,8.427,92.6606,2.030330978700845
Turkey,TUR,2011,11.2,94.10609,1.5599834233751997
Turkey,TUR,2012,4.788,94.91975,0.8646199199222826
Turkey,TUR,2013,8.486,95.25666,0.3549419377948171
Turkey,TUR,2014,4.94,95.43963,0.19208105763943717
Turkey,TUR,2015,6.084,95.60142,0.16952077454617243
Turkey,TUR,2016,3.323,96.16733,0.5919472744233323
Turkey,TUR,2017,7.502,96.15053,-0.017469550210036378
Turkey,TUR,2019,0.819,96.74221,0.615368422826168
Turkmenistan,TKM,1995,-7.2,98.77832,
Turkmenistan,TKM,2005,13.04,99.4,0.629368873655678
Turkmenistan,TKM,2014,3.842,99.7,0.3018108651911433
Uganda,UGA,1991,1.778,56.10738,
Uganda,UGA,2002,7.057,68.14251,21.450172864960003
Uganda,UGA,2006,7.049,71.37314,4.740990609239382
Uganda,UGA,2010,7.484,73.21188,2.576235261612414
Uganda,UGA,2012,2.333,70.19822,-4.116353793947081
Uganda,UGA,2018,5.565,76.5275,9.016296994425211
Uganda,UGA,2021,5.717,79.0,3.2308647218320274
Ukraine,UKR,2001,8.8,99.43041,
Ukraine,UKR,2012,0.224,99.97435,0.5470559761344695
Ukraine,UKR,2021,3.433,100.0,0.025656580913002713
United Arab Emirates,ARE,1985,-2.522,71.2353,
United Arab Emirates,ARE,2005,4.855,90.03385,26.389374369168106
United Arab Emirates,ARE,2019,1.108,95.52648,6.100627708356354
United Arab Emirates,ARE,2021,4.355,98.12636,2.7216327870554835
Uruguay,URY,1985,0.298,95.37998,
Uruguay,URY,1996,5.578,96.78181,1.4697319081006244
Uruguay,URY,2006,4.099,97.78963,1.041332043697074
Uruguay,URY,2007,6.542,97.86389,0.07593852231571052
Uruguay,URY,2008,7.176,98.16356,0.30621100387486777
Uruguay,URY,2009,4.243,98.26723,0.10560945426183466
Uruguay,URY,2010,7.803,98.07271,-0.197950018536186
Uruguay,URY,2011,5.162,98.3359,0.26836211622989214
Uruguay,URY,2012,3.538,98.39594,0.06105603345267774
Uruguay,URY,2013,4.638,98.36387,-0.03259280819919441
Uruguay,URY,2014,3.239,98.43593,0.073258606030846
Uruguay,URY,2015,0.371,98.52387,0.08933729787488076
Uruguay,URY,2016,1.69,98.56147,0.03816334051838233
