country,year,gdp_change_%,lu,lp,lp_%,lpc,lpc_%,ls,lsc,lsc_%,lh,lhc,lhc_%,yr_sch,yr_sch_%,yr_sch_pri,yr_sch_pri_%,yr_sch_sec,yr_sch_sec_%,yr_sch_ter,yr_sch_ter_%,pop,pop_%
Chile,2000,22.726,4.2,33.1,-13.802083333333325,13.8,-19.767441860465105,40.4,27.6,-1.7793594306049876,22.3,10.1,18.823529411764707,9.16,6.141367323290847,5.17,1.1741682974559575,3.34,10.231023102310232,0.65,30.000000000000004,7520,11.045481393975187
Chile,2005,19.726,2.7,24.8,-25.075528700906347,11.5,-16.666666666666675,50.6,32.9,19.202898550724633,21.9,9.8,-2.970297029702962,9.81,7.096069868995647,5.44,5.222437137330771,3.74,11.976047904191622,0.63,-3.076923076923077,8138,8.218085106382977
Chile,2010,23.333000000000002,1.6,14.8,-40.32258064516129,7.1,-38.26086956521739,63.0,39.4,19.756838905775087,20.6,9.1,-7.142857142857151,10.46,6.625891946992857,5.68,4.411764705882337,4.19,12.032085561497329,0.59,-6.34920634920636,8788,7.987220447284349
China,1980,48.01,26.7,48.5,9.728506787330303,24.9,19.138755980861255,23.7,6.1,29.78723404255319,1.1,0.7,0.0,4.37,19.073569482288843,3.69,17.89137380191694,0.64,25.49019607843137,0.04,0.0,401770,17.10611457319242
China,1985,49.501,24.6,42.5,-12.371134020618557,22.9,-8.032128514056225,31.3,10.4,70.49180327868854,1.5,1.0,42.85714285714286,4.88,11.67048054919908,3.94,6.77506775067751,0.9,40.625,0.05,25.0,452765,12.692585310003235
China,1990,54.069,23.7,36.1,-15.058823529411757,20.5,-10.480349344978157,38.0,16.1,54.807692307692314,2.2,1.5,50.0,5.36,9.836065573770503,4.11,4.31472081218276,1.17,29.999999999999982,0.07,40.000000000000014,519763,14.797521893255894
China,1995,45.673,15.2,36.4,0.8310249307479145,21.5,4.878048780487809,45.3,23.3,44.72049689440993,3.1,2.1,40.000000000000014,6.24,16.417910447761198,4.64,12.895377128953744,1.5,28.205128205128215,0.1,42.85714285714286,601859,15.794891133074106
China,2000,46.041000000000004,8.0,34.4,-5.494505494505497,20.9,-2.7906976744186074,52.9,27.7,18.884120171673825,4.6,3.1,47.61904761904763,7.07,13.301282051282048,5.12,10.344827586206918,1.8,19.999999999999996,0.15,49.99999999999998,672123,11.67449518907253
China,2005,57.384,5.3,30.3,-11.91860465116279,18.6,-11.004784688995207,60.2,27.4,-1.0830324909747335,4.2,2.8,-9.677419354838722,7.41,4.8090523338047975,5.2,1.5625,2.07,14.999999999999991,0.14,-6.666666666666654,716707,6.633309676949017
China,2010,43.172,3.2,24.9,-17.821782178217827,15.5,-16.666666666666675,67.9,20.6,-24.817518248175176,3.9,2.6,-7.142857142857128,7.6,2.564102564102555,5.27,1.3461538461538414,2.2,6.280193236715004,0.13,-7.142857142857151,759886,6.024637683181555
Colombia,1980,12.579,20.8,55.2,-1.9538188277086976,20.1,2.0304568527918843,19.7,4.7,27.027027027027017,4.2,3.6,43.99999999999999,4.37,11.19592875318065,3.08,6.57439446366781,1.14,22.580645161290303,0.16,45.45454545454546,9613,18.00883869383747
Colombia,1985,21.778,17.5,53.1,-3.8043478260869623,19.9,-0.9950248756219082,23.2,6.2,31.914893617021267,6.3,5.4,50.0,4.96,13.501144164759715,3.3,7.14285714285714,1.43,25.438596491228083,0.23,43.75,11409,18.683033392281278
Colombia,1990,21.864,14.0,49.4,-6.967984934086635,19.4,-2.5125628140703515,27.8,8.9,43.5483870967742,8.7,7.5,38.888888888888886,5.69,14.717741935483875,3.55,7.575757575757569,1.81,26.573426573426584,0.33,43.47826086956521,13591,19.125251994039782
Colombia,1995,7.054,12.1,44.6,-9.716599190283393,18.1,-6.701030927835038,32.1,12.8,43.82022471910112,11.3,9.7,29.33333333333332,6.37,11.950790861159932,3.73,5.070422535211283,2.22,22.651933701657455,0.42,27.27272727272727,16007,17.776469722610557
Colombia,2000,16.358,9.3,46.4,4.035874439461873,25.2,39.226519337016555,33.2,19.2,49.99999999999998,11.2,9.7,0.0,6.81,6.907378335949765,4.01,7.506702412868638,2.38,7.2072072072072,0.42,0.0,18298,14.312488286374702
Colombia,2005,22.325,6.1,47.6,2.586206896551735,29.7,17.85714285714286,35.2,29.4,53.125,11.0,9.5,-2.0618556701030855,7.31,7.3421439060205484,4.24,5.735660847880308,2.66,11.764705882352944,0.41,-2.3809523809523836,20788,13.608044595037704
Colombia,2010,24.989,5.6,32.5,-31.72268907563025,32.4,9.090909090909083,40.0,24.6,-16.326530612244895,22.0,19.0,100.0,8.96,22.571819425444616,4.72,11.32075471698113,3.41,28.19548872180451,0.82,100.0,23217,11.68462574562248
Costa Rica,1980,2.0940000000000003,12.2,65.3,-2.8273809523809645,32.1,73.51351351351352,15.0,6.8,33.33333333333335,7.4,6.1,24.489795918367328,5.5,19.30585683297179,4.27,17.307692307692292,0.96,26.315789473684205,0.27,22.72727272727273,814,21.856287425149688
Costa Rica,1985,20.121,8.9,61.7,-5.513016845329243,33.8,5.295950155763229,19.2,9.2,35.29411764705881,10.2,8.6,40.98360655737705,6.27,13.99999999999999,4.63,8.430913348946145,1.27,32.29166666666667,0.38,40.74074074074075,1006,23.587223587223583
Costa Rica,1990,26.68,6.8,57.0,-7.617504051863866,34.5,2.071005917159763,23.8,12.0,30.434782608695656,12.3,10.8,25.581395348837233,6.95,10.845295055821392,4.92,6.263498920086397,1.57,23.62204724409449,0.46,21.052631578947366,1238,23.061630218687878
Costa Rica,1995,22.35,5.5,53.4,-6.315789473684208,34.2,-0.8695652173912993,26.9,14.0,16.666666666666675,14.2,12.9,19.444444444444443,7.43,6.906474820143882,5.09,3.4552845528455167,1.8,14.649681528662416,0.54,17.391304347826097,1474,19.063004846526653
Costa Rica,2000,19.519,5.0,49.8,-6.741573033707871,33.7,-1.4619883040935644,29.5,15.6,11.428571428571432,15.7,14.7,13.953488372093004,7.81,5.114401076716013,5.22,2.5540275049115824,1.98,9.999999999999986,0.61,12.962962962962955,1717,16.48575305291724
Costa Rica,2005,23.384,3.1,44.3,-11.044176706827313,30.9,-8.3086053412463,33.2,17.5,12.17948717948718,19.4,18.0,22.44897959183674,8.47,8.450704225352123,5.41,3.6398467432950277,2.32,17.17171717171717,0.75,22.95081967213115,1992,16.016307513104255
Costa Rica,2010,20.683,3.3,49.6,11.963882618510159,35.8,15.857605177993527,26.3,18.0,2.857142857142847,20.8,19.3,7.222222222222219,8.38,-1.0625737898465104,5.39,-0.3696857670979714,2.19,-5.603448275862066,0.8,6.666666666666665,2281,14.50803212851406
Denmark,1980,9.302,1.9,36.0,-23.404255319148938,25.2,-21.739130434782616,47.6,25.7,26.60098522167487,14.5,9.1,18.181818181818166,8.15,15.27581329561527,4.13,13.461538461538458,3.55,17.16171617161717,0.47,17.499999999999982,2550,2.2044088176352616
Denmark,1985,9.793000000000001,2.9,29.0,-19.444444444444443,20.6,-18.253968253968246,49.0,28.0,8.949416342412464,19.1,11.9,30.76923076923077,9.0,10.42944785276072,4.51,9.200968523002429,3.87,9.014084507042263,0.62,31.91489361702129,2609,2.3137254901960835
Denmark,1990,10.166,0.1,19.1,-34.13793103448275,13.8,-33.009708737864074,59.6,35.7,27.500000000000014,21.2,13.8,15.96638655462186,10.37,15.222222222222204,5.15,14.190687361419085,4.52,16.795865633074914,0.7,12.903225806451601,2699,3.449597546952865
Denmark,1995,14.355,0.1,12.4,-35.07853403141361,9.2,-33.333333333333336,64.3,40.1,12.324929971988796,23.2,15.1,9.420289855072461,11.19,7.9074252651880395,5.57,8.155339805825236,4.85,7.300884955752207,0.77,10.000000000000009,2824,4.631344942571314
Denmark,2000,8.095,1.0,5.9,-52.41935483870967,4.4,-52.17391304347825,69.4,44.5,10.97256857855362,23.7,15.6,3.31125827814569,11.67,4.289544235924936,5.76,3.411131059245953,5.12,5.567010309278353,0.79,2.5974025974025983,2946,4.320113314447593
Denmark,2005,1.7459999999999996,2.0,2.6,-55.93220338983051,2.0,-54.54545454545454,66.6,43.8,-1.573033707865179,28.8,19.0,21.794871794871806,12.11,3.7703513281919454,5.9,2.430555555555558,5.25,2.5390625,0.96,21.51898734177213,2996,1.6972165648336812
Denmark,2010,5.984,3.3,0.9,-65.38461538461539,0.7,-65.0,62.9,42.6,-2.739726027397249,32.9,21.9,15.263157894736846,12.41,2.4772914946325386,6.06,2.7118644067796405,5.25,0.0,1.1,14.583333333333348,2939,-1.9025367156208284
Ecuador,1980,11.4,23.1,51.6,-5.667276051188297,34.8,0.28818443804032867,17.1,8.4,50.00000000000002,8.2,4.9,157.89473684210532,5.63,27.088036117381485,4.11,14.166666666666682,1.26,72.6027397260274,0.26,136.36363636363637,2654,18.482142857142847
Ecuador,1985,12.293000000000001,20.5,47.7,-7.558139534883724,28.0,-19.54022988505747,21.4,11.1,32.14285714285714,10.4,6.4,30.612244897959172,6.11,8.525754884547077,4.18,1.703163017031617,1.6,26.984126984127,0.34,30.76923076923077,3153,18.801808590806335
Ecuador,1990,17.993000000000002,18.8,43.4,-9.014675052410915,24.6,-12.142857142857133,24.1,13.2,18.918918918918926,13.8,8.5,32.8125,6.7,9.656301145662848,4.31,3.1100478468899517,1.94,21.249999999999993,0.44,29.411764705882337,3747,18.839200761179818
Ecuador,1995,6.841000000000001,17.9,41.4,-4.608294930875578,24.2,-1.6260162601626105,25.6,14.3,8.333333333333348,15.2,9.4,10.588235294117654,7.01,4.626865671641789,4.41,2.3201856148491906,2.11,8.762886597938135,0.49,11.363636363636353,4404,17.534027221777414
Ecuador,2000,20.139000000000003,18.7,39.8,-3.8647342995169143,24.2,0.0,24.7,14.0,-2.0979020979021046,16.8,10.4,10.63829787234043,7.13,1.711840228245376,4.41,0.0,2.17,2.8436018957346043,0.54,10.204081632653072,4984,13.16984559491372
Ecuador,2005,18.808,14.1,43.6,9.547738693467345,28.4,17.355371900826434,27.6,17.9,27.857142857142847,14.8,8.9,-14.423076923076927,7.42,4.067321178120609,4.7,6.575963718820854,2.25,3.686635944700467,0.47,-12.962962962962976,5606,12.479935794542541
Ecuador,2010,25.771,7.4,47.7,9.403669724770648,32.9,15.845070422535201,31.7,24.4,36.31284916201118,13.2,7.7,-13.48314606741573,8.01,7.951482479784366,5.11,8.723404255319146,2.48,10.222222222222221,0.42,-10.638297872340418,6308,12.522297538351769
Egypt,1980,29.8,74.2,10.9,122.44897959183673,4.9,133.33333333333334,11.1,5.2,92.59259259259258,3.8,2.3,4.545454545454519,2.2,59.42028985507248,1.36,74.35897435897436,0.71,51.06382978723405,0.12,0.0,15457,13.512521113314246
Egypt,1985,23.444,62.6,16.5,51.37614678899083,7.7,57.14285714285714,15.8,7.8,50.0,4.9,3.2,39.13043478260872,3.14,42.72727272727273,1.97,44.85294117647059,1.0,40.84507042253522,0.16,33.33333333333335,17717,14.621207220029753
Egypt,1990,11.838,57.8,15.9,-3.6363636363636376,7.8,1.298701298701288,21.5,11.1,42.307692307692314,4.8,3.2,0.0,3.72,18.47133757961783,2.29,16.24365482233503,1.27,27.0,0.16,0.0,20442,15.380707794773386
Egypt,1995,28.935,52.7,14.9,-6.2893081761006275,7.7,-1.2820512820512775,27.9,15.0,35.13513513513513,4.5,3.0,-6.25,4.32,16.129032258064523,2.62,14.41048034934498,1.55,22.047244094488192,0.15,-6.25,23047,12.743371490069455
Egypt,2000,19.378,47.0,12.8,-14.093959731543626,6.7,-12.987012987012992,35.5,19.6,30.666666666666686,4.7,3.2,6.666666666666665,5.09,17.82407407407407,3.0,14.50381679389312,1.94,25.161290322580633,0.16,6.666666666666665,26146,13.446435544756374
Egypt,2005,30.234,40.7,11.6,-9.37500000000001,6.4,-4.477611940298509,39.7,22.5,14.795918367346928,8.1,5.2,62.5,6.02,18.271119842829076,3.4,13.33333333333333,2.35,21.134020618556715,0.27,68.75,30209,15.539661898569568
Egypt,2010,15.370000000000001,33.9,9.8,-15.517241379310331,5.5,-14.0625,45.5,26.8,19.11111111111112,10.8,6.9,32.692307692307686,7.01,16.445182724252504,3.84,12.941176470588234,2.82,19.999999999999996,0.35,29.629629629629605,35141,16.326260385977687
El Salvador,1980,-17.784,41.1,46.5,9.154929577464777,14.0,21.739130434782616,8.4,3.6,9.090909090909104,4.0,2.7,58.82352941176472,3.22,16.666666666666675,2.56,14.28571428571428,0.52,20.93023255813955,0.13,44.444444444444464,1475,12.082066869300911
El Salvador,1985,6.159,36.8,48.4,4.086021505376336,15.5,10.71428571428572,9.5,4.1,13.888888888888884,5.3,3.8,40.74074074074072,3.62,12.422360248447205,2.81,9.765625,0.63,21.153846153846146,0.18,38.46153846153846,1588,7.661016949152533
El Salvador,1990,23.859,34.2,48.1,-0.619834710743794,16.5,6.451612903225801,10.7,4.7,14.634146341463428,7.0,5.0,31.578947368421062,4.0,10.497237569060779,3.0,6.761565836298922,0.76,20.63492063492063,0.24,33.33333333333333,1746,9.94962216624684
El Salvador,1995,13.501,28.1,48.5,0.8316008316008316,13.5,-18.181818181818176,15.2,6.8,44.68085106382978,8.2,6.0,19.999999999999996,5.03,25.750000000000007,3.7,23.33333333333334,1.05,38.1578947368421,0.28,16.666666666666675,2015,15.40664375715921
El Salvador,2000,6.034,22.4,45.8,-5.567010309278353,17.4,28.888888888888875,21.7,10.5,54.41176470588236,10.1,7.5,25.0,6.29,25.0497017892644,4.71,27.297297297297284,1.22,16.190476190476176,0.35,24.99999999999998,2396,18.908188585607945
El Salvador,2005,8.963999999999999,15.5,41.4,-9.606986899563319,16.1,-7.471264367816078,30.9,16.4,56.19047619047617,12.2,9.1,21.333333333333336,7.58,20.50874403815581,5.67,20.382165605095537,1.48,21.311475409836067,0.43,22.857142857142865,2854,19.115191986644398
El Salvador,2010,12.67,3.8,50.1,21.014492753623195,14.5,-9.937888198757772,38.8,22.6,37.8048780487805,7.3,5.5,-39.560439560439555,8.11,6.99208443271766,6.38,12.522045855379194,1.47,-0.6756756756756799,0.26,-39.534883720930225,3257,14.120532585844426
Fiji,1980,9.113,12.7,65.0,-4.692082111436957,24.3,13.023255813953494,18.4,7.6,85.3658536585366,3.9,2.4,14.28571428571428,6.16,16.00753295668551,5.36,12.605042016806745,0.67,52.27272727272727,0.13,18.181818181818187,230,13.861386138613852
Fiji,1985,12.978,8.9,59.8,-8.000000000000007,24.9,2.4691358024691246,26.6,12.3,61.84210526315792,4.6,3.0,25.0,7.01,13.798701298701289,5.89,9.888059701492535,0.96,43.28358208955223,0.15,15.384615384615374,267,16.086956521739125
Fiji,1990,16.902,7.1,37.8,-36.78929765886287,18.6,-25.3012048192771,48.9,24.6,100.0,6.2,4.1,36.66666666666665,8.6,22.68188302425107,6.67,13.242784380305617,1.72,79.16666666666667,0.21,39.99999999999999,291,8.98876404494382
Fiji,1995,15.0,6.1,15.1,-60.05291005291005,7.9,-57.5268817204301,69.6,36.7,49.18699186991871,9.1,6.0,46.34146341463416,10.01,16.3953488372093,7.22,8.245877061469265,2.49,44.76744186046513,0.3,42.85714285714286,320,9.965635738831624
Fiji,2000,9.600000000000001,4.5,24.9,64.90066225165563,14.4,82.27848101265822,60.2,34.0,-7.3569482288828425,10.4,6.9,15.000000000000014,9.86,-1.4985014985015033,7.22,0.0,2.3,-7.63052208835343,0.35,16.666666666666675,347,8.437500000000009
Fiji,2005,-0.7000000000000001,2.9,34.8,39.75903614457832,21.1,46.52777777777779,49.6,28.1,-17.352941176470583,12.6,8.3,20.28985507246377,9.6,-2.6369168356997985,6.85,-5.124653739612195,2.33,1.3043478260869712,0.42,19.999999999999996,383,10.374639769452454
Fiji,2010,17.449,2.2,29.6,-14.942528735632177,18.1,-14.218009478672988,54.4,33.3,18.5053380782918,13.8,9.1,9.638554216867457,9.97,3.8541666666666696,6.68,-2.481751824817513,2.83,21.459227467811147,0.46,9.523809523809534,418,9.138381201044377
Finland,1980,16.389,1.0,48.2,-18.718381112984815,34.4,-16.90821256038647,37.7,29.7,60.54054054054055,13.1,7.6,22.580645161290303,7.91,18.236173393124066,4.0,11.111111111111116,3.49,26.909090909090928,0.41,20.58823529411764,2471,4.970263381478324
Finland,1985,20.12,0.9,48.0,-0.4149377593361092,34.8,1.1627906976744207,35.6,22.1,-25.589225589225585,15.5,8.7,14.473684210526304,7.92,0.12642225031604948,4.29,7.250000000000001,3.15,-9.742120343839545,0.49,19.512195121951216,2610,5.625252934034797
Finland,1990,-5.667999999999999,0.1,41.2,-14.16666666666666,30.4,-12.643678160919535,41.3,24.9,12.669683257918528,17.4,9.5,9.195402298850585,8.62,8.838383838383823,4.62,7.692307692307687,3.46,9.84126984126985,0.54,10.204081632653072,2706,3.67816091954023
Finland,1995,24.055,0.3,34.4,-16.504854368932044,26.2,-13.815789473684204,42.2,26.1,4.8192771084337505,23.1,12.2,28.421052631578945,9.42,9.280742459396762,4.9,6.060606060606055,3.81,10.115606936416178,0.7,29.629629629629605,2778,2.6607538802660757
Finland,2000,16.085,0.4,28.3,-17.73255813953488,21.7,-17.17557251908397,40.1,25.6,-1.9157088122605415,31.3,15.5,27.04918032786885,10.24,8.704883227176218,5.12,4.489795918367334,4.18,9.711286089238836,0.94,34.2857142857143,2805,0.9719222462202914
Finland,2005,4.816000000000001,0.3,23.0,-18.727915194346288,17.9,-17.511520737327192,41.9,28.3,10.546875,34.8,16.3,5.161290322580658,10.84,5.859375,5.36,4.6875,4.46,6.698564593301448,1.02,8.510638297872353,2852,1.6755793226381543
Finland,2010,3.069,0.3,19.1,-16.956521739130427,14.9,-16.75977653631284,44.6,30.9,9.18727915194346,36.1,15.7,-3.6809815950920366,11.22,3.5055350553505615,5.59,4.29104477611939,4.59,2.914798206278024,1.04,1.9607843137254832,2880,0.9817671809256634
France,1980,8.16,1.0,61.7,-12.729844413012724,28.4,-12.615384615384617,27.1,9.7,29.33333333333332,10.2,5.3,23.25581395348837,6.51,12.04819277108433,4.12,3.5175879396984966,2.09,32.27848101265822,0.31,29.166666666666675,25824,5.318107667210437
France,1985,15.696000000000002,6.0,49.4,-19.935170178282014,27.2,-4.225352112676051,33.8,18.1,86.59793814432992,10.9,5.5,3.7735849056603765,7.13,9.523809523809534,4.15,0.728155339805836,2.66,27.272727272727295,0.33,6.451612903225823,27824,7.744733581164809
France,1990,7.208,7.5,36.1,-26.923076923076916,22.8,-16.176470588235293,42.9,26.3,45.30386740331491,13.6,6.7,21.818181818181827,8.15,14.305750350631152,4.29,3.3734939759036076,3.45,29.69924812030076,0.41,24.24242424242422,28796,3.4933870040253057
France,1995,12.779,3.9,30.0,-16.89750692520776,21.3,-6.578947368421051,50.0,32.4,23.193916349809875,16.0,7.7,14.925373134328357,9.15,12.269938650306745,4.58,6.759906759906764,4.09,18.55072463768115,0.48,17.07317073170731,29950,4.007501041811357
France,2000,10.615,2.1,22.4,-25.333333333333343,17.4,-18.309859154929587,55.6,37.0,14.197530864197528,19.9,9.4,22.077922077922075,10.09,10.273224043715846,4.77,4.148471615720517,4.73,15.647921760391203,0.59,22.916666666666675,30877,3.0951585976627616
France,2005,4.145,1.4,13.6,-39.28571428571428,11.5,-33.90804597701149,61.0,41.4,11.89189189189188,24.0,11.3,20.21276595744681,10.95,8.52329038652131,4.88,2.3060796645702375,5.36,13.319238900634245,0.71,20.338983050847446,31744,2.8079152767432003
France,2010,6.053,1.2,10.2,-25.0,9.2,-20.000000000000007,59.7,41.7,0.7246376811594235,28.9,13.5,19.469026548672552,11.43,4.383561643835621,4.92,0.8196721311475308,5.67,5.7835820895522305,0.85,19.718309859154925,32612,2.734375
Germany,1980,4.975,0.4,70.0,-6.790945406125159,50.3,-4.554079696394697,20.4,13.6,30.76923076923077,9.3,6.1,35.55555555555554,8.01,3.0888030888030826,6.19,-5.496183206106863,1.51,52.52525252525253,0.31,34.78260869565217,38977,0.7730492786597098
Germany,1985,13.727,0.9,63.6,-9.142857142857142,46.5,-7.554671968190851,24.3,17.1,25.73529411764708,11.2,7.3,19.672131147540984,8.19,2.2471910112359605,5.78,-6.6235864297253695,2.05,35.761589403973495,0.37,19.354838709677423,41090,5.421145803935645
Germany,1990,14.076,2.9,44.9,-29.40251572327044,33.3,-28.387096774193555,38.4,28.7,67.83625730994149,13.9,9.1,24.65753424657533,9.16,11.843711843711846,5.3,-8.304498269896198,3.4,65.85365853658539,0.46,24.32432432432432,43913,6.87028474081286
Germany,1995,8.049,3.7,29.0,-35.4120267260579,22.3,-33.03303303303302,48.9,38.1,32.752613240418114,18.3,11.9,30.76923076923077,10.28,12.227074235807844,4.91,-7.358490566037734,4.76,39.99999999999999,0.61,32.6086956521739,46535,5.970897000888109
Germany,2000,4.871,4.1,16.4,-43.448275862068975,12.7,-43.04932735426009,57.2,45.4,19.160104986876636,22.3,14.6,22.689075630252088,11.29,9.824902723735418,4.6,-6.313645621181275,5.95,25.0,0.74,21.311475409836067,46844,0.6640163317932712
Germany,2005,2.785,3.5,3.0,-81.70731707317073,2.4,-81.10236220472441,70.3,57.2,25.991189427312776,23.2,15.4,5.47945205479452,12.5,10.717449069973428,4.27,-7.173913043478263,7.46,25.3781512605042,0.77,4.054054054054057,45540,-2.7837076253095394
Germany,2010,11.175,1.7,1.7,-43.333333333333336,1.4,-41.666666666666664,69.9,59.2,3.4965034965035002,26.6,17.7,14.935064935064934,13.1,4.800000000000004,3.92,-8.196721311475407,8.29,11.126005361930291,0.89,15.58441558441559,45201,-0.7444005270092258
Ghana,1980,-8.448,63.2,7.6,15.15151515151516,3.5,25.0,28.0,6.7,28.846153846153854,1.2,0.8,100.0,3.36,31.25,2.08,21.63742690058481,1.24,49.3975903614458,0.04,100.0,3775,9.483758700696065
Ghana,1985,30.291,54.3,8.8,15.789473684210531,4.3,22.857142857142843,35.0,9.0,34.32835820895521,1.8,1.2,49.99999999999998,4.44,32.14285714285716,2.6,25.0,1.77,42.741935483870975,0.06,50.0,4437,17.5364238410596
Ghana,1990,21.122,46.8,9.0,2.2727272727272707,4.6,6.976744186046502,41.5,11.6,28.888888888888875,2.6,1.7,41.66666666666667,5.42,22.072072072072068,3.06,17.692307692307697,2.27,28.248587570621474,0.09,50.0,5140,15.844038764931256
Ghana,1995,24.334,40.4,10.3,14.44444444444446,5.5,19.56521739130437,45.9,13.8,18.965517241379317,3.3,2.2,29.41176470588236,6.2,14.39114391143912,3.43,12.091503267973858,2.66,17.180616740088105,0.11,22.222222222222232,5962,15.992217898832696
Ghana,2000,22.557000000000002,35.3,13.6,32.038834951456295,7.7,40.000000000000014,47.2,16.5,19.565217391304344,4.0,2.7,22.72727272727273,6.65,7.258064516129026,3.7,7.871720116618075,2.81,5.639097744360888,0.13,18.181818181818187,6891,15.582019456558193
Ghana,2005,30.813,33.7,12.7,-6.617647058823528,7.4,-3.8961038961038974,50.4,16.8,1.81818181818183,3.2,2.1,-22.22222222222222,6.79,2.105263157894721,3.82,3.2432432432432323,2.87,2.1352313167259718,0.11,-15.384615384615385,7947,15.324336090552904
Ghana,2010,40.243,31.5,10.6,-16.535433070866134,6.3,-14.864864864864868,54.5,18.8,11.904761904761907,3.4,2.2,4.761904761904767,7.26,6.921944035346095,3.98,4.188481675392675,3.17,10.45296167247387,0.11,0.0,9245,16.333207499685408
Greece,1980,-1.0779999999999998,6.4,62.8,6.260575296108284,46.4,15.999999999999993,22.0,15.5,-11.931818181818187,8.7,8.2,41.37931034482758,7.12,5.637982195845703,5.13,5.7731958762886615,1.65,0.0,0.34,41.66666666666667,4753,7.146077547339935
Greece,1985,8.858,6.3,55.6,-11.46496815286624,43.8,-5.603448275862077,27.7,23.5,51.61290322580645,10.5,9.7,18.29268292682926,7.84,10.1123595505618,5.27,2.729044834307981,2.17,31.51515151515152,0.4,17.647058823529417,4997,5.133599831685243
Greece,1990,4.199999999999999,5.0,48.5,-12.769784172661868,40.4,-7.762557077625565,34.0,30.7,30.638297872340424,12.5,11.6,19.58762886597938,8.63,10.076530612244916,5.46,3.6053130929791344,2.69,23.963133640553004,0.48,19.999999999999996,5273,5.5233139883930304
Greece,1995,16.414,6.7,38.2,-21.237113402061848,33.9,-16.089108910891092,39.1,30.6,-0.32573289902279035,16.1,14.9,28.44827586206897,9.15,6.025492468134419,5.47,0.1831501831501825,3.05,13.382899628252787,0.62,29.166666666666675,5623,6.637587710980464
Greece,2000,22.831,5.4,31.5,-17.539267015706816,29.4,-13.27433628318584,44.6,33.1,8.169934640522868,18.6,17.3,16.10738255033557,9.77,6.775956284152995,5.61,2.5594149908592323,3.44,12.786885245901637,0.72,16.129032258064502,5879,4.552729859505611
Greece,2005,4.889,0.8,28.2,-10.476190476190483,27.2,-7.482993197278908,42.1,31.1,-6.042296072507558,29.0,27.1,56.64739884393064,10.98,12.384851586489255,5.92,5.525846702317283,3.93,14.244186046511631,1.12,55.55555555555558,6132,4.303452968191879
Greece,2010,-24.753999999999998,0.8,22.8,-19.14893617021276,22.1,-18.74999999999999,43.1,32.0,2.893890675241151,33.3,31.3,15.498154981549806,11.47,4.462659380692169,5.93,0.16891891891892552,4.25,8.14249363867685,1.29,15.17857142857142,6399,4.354207436399227
Guatemala,1980,-1.2159999999999995,53.6,36.8,42.08494208494209,8.8,44.26229508196724,7.2,4.1,41.37931034482758,2.3,1.9,89.99999999999999,2.45,48.484848484848506,1.94,44.776119402985074,0.43,65.38461538461537,0.09,125.0,2302,12.62230919765166
Guatemala,1985,10.914,49.2,39.5,7.336956521739135,11.6,31.818181818181813,8.8,5.2,26.82926829268295,2.6,2.1,10.526315789473696,2.84,15.918367346938766,2.21,13.917525773195871,0.53,23.255813953488392,0.09,0.0,2555,10.990443092962643
Guatemala,1990,17.601,44.8,41.6,5.316455696202538,13.1,12.93103448275863,10.6,6.6,26.923076923076916,2.9,2.4,14.28571428571428,3.22,13.38028169014085,2.45,10.859728506787336,0.65,22.64150943396226,0.11,22.222222222222232,2830,10.763209393346385
Guatemala,1995,19.6,40.4,43.7,5.048076923076916,14.3,9.160305343511466,12.5,8.3,25.75757575757578,3.4,2.7,12.500000000000021,3.61,12.111801242236009,2.69,9.795918367346923,0.8,23.076923076923084,0.12,9.090909090909083,3140,10.954063604240272
Guatemala,2000,15.141,36.3,45.0,2.9748283752860427,14.9,4.195804195804187,14.8,10.6,27.710843373493965,3.9,3.1,14.814814814814813,4.04,11.911357340720219,2.92,8.550185873605942,0.97,21.249999999999993,0.14,16.666666666666675,3522,12.165605095541409
Guatemala,2005,18.736,34.0,49.2,9.33333333333335,16.6,11.409395973154378,13.2,8.3,-21.698113207547166,3.6,2.9,-6.451612903225811,3.96,-1.980198019801982,2.98,2.0547945205479534,0.85,-12.371134020618557,0.13,-7.142857142857151,4059,15.247018739352637
Guatemala,2010,18.162,27.8,48.3,-1.8292682926829396,19.0,14.457831325301186,23.8,13.9,67.46987951807229,0.0,0.0,-100.0,4.57,15.404040404040419,3.45,15.771812080536929,1.12,31.764705882352963,0.0,-100.0,4767,17.44271988174426
Guyana,1980,-19.761,6.6,72.7,-4.216073781291174,42.6,-5.122494432071267,18.7,8.8,41.93548387096775,2.0,1.2,49.99999999999998,6.02,9.05797101449275,4.7,3.296703296703307,1.25,35.86956521739131,0.06,50.0,245,7.929515418502198
Guyana,1985,-10.923,5.6,67.1,-7.702888583218714,39.2,-7.981220657276989,25.5,12.5,42.04545454545454,1.8,1.2,0.0,6.54,8.637873754152835,4.83,2.765957446808498,1.65,31.999999999999986,0.06,0.0,257,4.8979591836734615
Guyana,1990,27.457,5.5,59.8,-10.879284649776455,34.9,-10.969387755102055,33.2,17.2,37.59999999999999,1.5,1.0,-16.666666666666664,7.08,8.25688073394495,4.92,1.8633540372670732,2.11,27.878787878787882,0.05,-16.666666666666664,267,3.891050583657596
